N,D,C_flop,loss,tokens_per_param,source
1793809771.8797748,2687512828.693007,2.8925320644970627e+19,2.836974331044393,1.4982150676304433,Hoffmann2022_reconstructed_Besiroglu2024
1793809771.8797748,11057815424.721851,1.1901370418705375e+20,2.554520985765487,6.164430363836245,Hoffmann2022_reconstructed_Besiroglu2024
1793810195.868591,43830446319.11208,4.7174100898016526e+20,2.377267094130422,24.434272042861643,Hoffmann2022_reconstructed_Besiroglu2024
1793811467.8356428,22268104317.696808,2.3966868535226955e+20,2.4569279142530447,12.413848789006133,Hoffmann2022_reconstructed_Besiroglu2024
1793811467.8356428,21216360309.060505,2.283489025687542e+20,2.464300850287136,11.827530757543604,Hoffmann2022_reconstructed_Besiroglu2024
1793812739.8036008,54239014819.71255,5.837678146679801e+20,2.3489443598431987,30.23672071012887,Hoffmann2022_reconstructed_Besiroglu2024
1793812739.8036008,89097604796.40979,9.589465114187178e+20,2.303640402958185,49.66940128107509,Hoffmann2022_reconstructed_Besiroglu2024
1793812739.8036008,25837376307.557674,2.7808448870158008e+20,2.4276561018218445,14.403608433724543,Hoffmann2022_reconstructed_Besiroglu2024
1793812739.8036008,88526082629.0986,9.527952889499e+20,2.303640402958185,49.35079379511546,Hoffmann2022_reconstructed_Besiroglu2024
2006673381.123053,811602861.044372,9.77173114380632e+18,3.446995430227908,0.4044518996859125,Hoffmann2022_reconstructed_Besiroglu2024
2006673381.123053,8050484903.749605,9.69281625689239e+19,2.577587469373751,4.011856129393652,Hoffmann2022_reconstructed_Besiroglu2024
2006674804.028572,24336928015.112755,2.930178015323031e+20,2.398733033445379,12.127988035856273,Hoffmann2022_reconstructed_Besiroglu2024
2006674804.028572,48755133422.700165,5.870141868383024e+20,2.331416878272676,24.296479591421612,Hoffmann2022_reconstructed_Besiroglu2024
2006674804.028572,32681497643.92206,3.934868272798652e+20,2.398733033445379,16.28639457589797,Hoffmann2022_reconstructed_Besiroglu2024
2006676701.2375,16265527359.369583,1.9583792871232835e+20,2.486552675770553,8.10570399772857,Hoffmann2022_reconstructed_Besiroglu2024
2006678124.1453764,81278023518.57716,9.785929906110134e+20,2.303640402958185,40.503767166541785,Hoffmann2022_reconstructed_Besiroglu2024
2006678124.1453764,124513650472.07735,1.4991529113588075e+21,2.265984744495722,62.04963764435636,Hoffmann2022_reconstructed_Besiroglu2024
2282804341.335532,702550210.7696396,9.62270802690676e+18,3.793872243318985,0.30775752351978597,Hoffmann2022_reconstructed_Besiroglu2024
2282805960.041857,20084676096.543407,2.7509650979219705e+20,2.416772019301729,8.798240607438725,Hoffmann2022_reconstructed_Besiroglu2024
2282805960.041857,32761196263.284477,4.4872472452756085e+20,2.377267094130422,14.35128383083588,Hoffmann2022_reconstructed_Besiroglu2024
2282807578.749333,16354652460.993143,2.2400714751459947e+20,2.475404538069587,7.164271142797441,Hoffmann2022_reconstructed_Besiroglu2024
2282809197.457954,71032432497.30305,9.72920941335928e+20,2.293307181295177,31.116237211766084,Hoffmann2022_reconstructed_Besiroglu2024
2282809197.457954,131054620670.25429,1.7950361606125186e+21,2.249076295522973,57.40936247155108,Hoffmann2022_reconstructed_Besiroglu2024
2282809197.457954,64312089434.17204,8.808733756083985e+20,2.314014990235024,28.172345505611002,Hoffmann2022_reconstructed_Besiroglu2024
2297741856.455945,34253290185.783546,4.722313114872389e+20,2.370154554190775,14.907370943146804,Hoffmann2022_reconstructed_Besiroglu2024
